Title,Author,URL,Summary
The Body Keeps the Score ,Bessel van der Kolk,https://www.goodreads.com/book/show/18693771-the-body-keeps-the-score,"A pioneering researcher transforms our understanding of trauma and offers a bold new paradigm for healing.Trauma is a fact of life. Veterans and their families deal with the painful aftermath of combat; one in five Americans has been molested; one in four grew up with alcoholics; one in three couples have engaged in physical violence. Dr. Bessel van der Kolk, one of the world's foremost experts on trauma, has spent over three decades working with survivors. InThe Body Keeps the Score, he uses recent scientific advances to show how trauma literally reshapes both body and brain, compromising sufferers' capacities for pleasure, engagement, self-control, and trust. He explores innovative treatments—from neurofeedback and meditation to sports, drama, and yoga—that offer new paths to recovery by activating the brain's natural neuroplasticity. Based on Dr. van der Kolk's own research and that of other leading specialists,The Body Keeps the Scoreexposes the tremendous power of our relationships both to hurt and to heal—and offers new hope for reclaiming lives."
The Courage to Be Disliked ,Ichiro Kishimi,https://www.goodreads.com/book/show/43306206-the-courage-to-be-disliked,"The Japanese phenomenon that teaches us the simple yet profound lessons required to liberate our real selves and find lasting happiness.The Courage to Be Dislikedshows you how to unlock the power within yourself to become your best and truest self, change your future and find lasting happiness. Using the theories of Alfred Adler, one of the three giants of 19th-century psychology alongside Freud and Jung, the authors explain how we are all free to determine our own future free of the shackles of past experiences, doubts and the expectations of others. It’s a philosophy that’s profoundly liberating, allowing us to develop the courage to change, and to ignore the limitations that we and those around us can place on ourselves.The result is a book that is both highly accessible and profound in its importance. Millions have already read and benefited from its wisdom. Now that The Courage to Be Disliked has been published for the first time in English, so can you."
The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,https://www.goodreads.com/book/show/17349.The_Demon_Haunted_World,"How can we make intelligent decisions about our increasingly technology-driven lives if we don’t understand the difference between the myths of pseudoscience and the testable hypotheses of science? Pulitzer Prize-winning author and distinguished astronomer Carl Sagan argues that scientific thinking is critical not only to the pursuit of truth but to the very well-being of our democratic institutions.Casting a wide net through history and culture, Sagan examines and authoritatively debunks such celebrated fallacies of the past as witchcraft, faith healing, demons, and UFOs. And yet, disturbingly, in today's so-called information age, pseudoscience is burgeoning with stories of alien abduction, channeling past lives, and communal hallucinations commanding growing attention and respect. As Sagan demonstrates with lucid eloquence, the siren song of unreason is not just a cultural wrong turn but a dangerous plunge into darkness that threatens our most basic freedoms."
The Diary of a Young Girl,Anne Frank,https://www.goodreads.com/book/show/48855.The_Diary_of_a_Young_Girl,"Discovered in the attic in which she spent the last years of her life, Anne Frank’s remarkable diary has become a world classic—a powerful reminder of the horrors of war and an eloquent testament to the human spirit.In 1942, with the Nazis occupying Holland, a thirteen-year-old Jewish girl and her family fled their home in Amsterdam and went into hiding. For the next two years, until their whereabouts were betrayed to the Gestapo, the Franks and another family lived cloistered in the “Secret Annexe” of an old office building. Cut off from the outside world, they faced hunger, boredom, the constant cruelties of living in confined quarters, and the ever-present threat of discovery and death. In her diary Anne Frank recorded vivid impressions of her experiences during this period. By turns thoughtful, moving, and surprisingly humorous, her account offers a fascinating commentary on human courage and frailty and a compelling self-portrait of a sensitive and spirited young woman whose promise was tragically cut short.--back cover"
The Examined Life,Stephen Grosz,https://www.goodreads.com/book/show/18378023-the-examined-life,"Echoing Socrates' time-honoured statement that the unexamined life is not worth living, psychoanalyst Stephen Grosz draws short, vivid stories from his 25-five-year practice in order to track the collaborative journey of therapist and patient as they uncover the hidden feelings behind ordinary behaviour.These beautifully rendered tales illuminate the fundamental pathways of life from birth to death.A woman finds herself daydreaming as she returns home from a business trip; a young man loses his wallet. We learn, too, from more extreme examples: the patient who points an unloaded gun at a police officer, the compulsive liar who convinces his wife he's dying of cancer. The stories invite compassionate understanding, suggesting answers to the questions that compel and disturb us most about love and loss, parents and children, work and change.The resulting journey will spark new ideas about who we are and why we do what we do."
The God Delusion,Richard Dawkins,https://www.goodreads.com/book/show/14743.The_God_Delusion,"A preeminent scientist - and the world's most prominent atheist - asserts the irrationality of belief in God, and the grievous harm religion has inflicted on society, from the Crusades to 9/11.With rigor and wit, Dawkins examines God in all his forms, from the sex-obsessed tyrant of the Old Testament, to the more benign (but still illogical) Celestial Watchmaker favored by some Enlightenment thinkers. He eviscerates the major arguments for religion, and demonstrates the supreme improbability of a supreme being. He shows how religion fuels war, foments bigotry, and abuses children, buttressing his points with historical and contemporary evidence.The God Delusionmakes a compelling case that belief in God is not just wrong, but potentially deadly. It also offers exhilarating insight into the advantages of atheism to the individual and society, not the least of which is a clearer, truer appreciation of the universe's wonders than any faith could ever muster."
The Metamorphosis,Franz Kafka,https://www.goodreads.com/book/show/485894.The_Metamorphosis,"Alternate cover edition of ISBN 0553213695 / 9780553213690""As Gregor Samsa awoke one morning from uneasy dreams he found himself transformed in his bed into a gigantic insect. He was laying on his hard, as it were armor-plated, back and when he lifted his head a little he could see his domelike brown belly divided into stiff arched segments on top of which the bed quilt could hardly keep in position and was about to slide off completely. His numerous legs, which were pitifully thin compared to the rest of his bulk, waved helplessly before his eyes.""With it's startling, bizarre, yet surprisingly funny first opening, Kafka begins his masterpiece,The Metamorphosis. It is the story of a young man who, transformed overnight into a giant beetle-like insect, becomes an object of disgrace to his family, an outsider in his own home, a quintessentially alienated man. A harrowing—though absurdly comic—meditation on human feelings of inadequacy, guilt, and isolation,The Metamorphosishas taken its place as one of the most widely read and influential works of twentieth-century fiction. As W.H. Auden wrote, ""Kafka is important to us because his predicament is the predicament of modern man."""
The Moral Molecule,Paul J. Zak,https://www.goodreads.com/book/show/13386769-the-moral-molecule,"A Revolution in the Science of Good and EvilWhy do some people give freely while others are cold hearted?Why do some people cheat and steal while others you can trust with your life?Why are some husbands more faithful than others and why do women tend to be more generous than men?Could they key to moral behaviour lie with a single molecule?From the bucolic English countryside to the highlands of Papua New Guinea, from labs in Switzerland to his campus in Southern California, Dr. Paul Zak recounts his extraordinary stories and sets out, for the first time, his revolutionary theory of moral behavior. Accessible and electrifying,The Moral Moleculereveals nothing less than the origins of our most human qualities empathy, happiness, and the kindness of strangers."
The Museum of Scandals: Art that Shocked the World,Elea Baucheron,https://www.goodreads.com/book/show/17873059-the-museum-of-scandals,"Spanning the Renaissance to the 21st century, this riveting collection of scandalous works shows how the notion of ""shocking"" art has evolved and explores why and how artists continue to push the public’s visual buttons. For centuries artists have been pushing the limits of society’s norms, whether in the form of a new technique, subject matter, or message. In the 15th century, a fresco by Masaccio shocked audiences by playing with perspective to depict Adam and Eve’s expulsion from Eden. Some 500 years later, Diego Rivera featured Lenin at the center of Man at the Crossroads, commissioned by John D. Rockefeller Jr. for the lobby of New York's soon-to-be-completed Rockefeller Center; the mural was destroyed when it was deemed too radical to display. This fascinating volume presents dozens of paintings, prints, photographs, and installations that horrified audiences when they were created. Each example is presented in generous spreads with large color reproductions and an insightful text exploring the artist's intentions and the piece's historical context. Most of these works no longer have the power to shock us, but a number of them still do. Together they offer a thought-provoking exploration of the artist’s duty to instigate, inspire, and move audiences toward new ways of thinking."
The Story of Evolution.,Joseph McCabe,https://www.goodreads.com/book/show/22317737-the-story-of-evolution?from_search=true&from_srp=true&qid=y4bkOflh8y&rank=2,"The Story of Evolution by Joseph McCabe is a summary of evolutionary theory from the perspective of a 1900s English writer. McCabe writes about the Big Bang, modern man, and the subsequent evolution of plants, animals, and humans. Evolution is the change in the heritable characteristics of biological populations over successive generations. These characteristics are the expressions of genes that are passed on from parent to offspring during reproduction."
The Science of Sin: The Psychology of the Seven Deadlies ,Simon M. Laham,https://www.goodreads.com/book/show/12864363-the-science-of-sin,"Pride, lust, gluttony, greed, envy, sloth, and anger.They’re considered “deadly” because of their capacity to generate other evils.  The truth is, we all sin and we do it all the time—in fact, usually several times over before breakfast!  But human behavior, argues social psychologist Simon Laham, is more complex than “good” or “evil.”  In psychology, these sins aren’t considered morally wrong or even uniformly bad, but are treated rather as complex and interesting psychological states that if, indulged wisely, can be functional, adaptive, and lead to a range of positive effects.The Science of Sintakes on these so-called sins one by one and through psychological research shows that being bad can be oh-so-good for you.  Did you know that:·         Being slow and lazy can help youwinthe race?·         Anger makes you more open-minded?·         Coveting what others have not only makes you more creative but bolsters self- esteem?So go ahead, eat that last cookie and kick back on the couch for a day of TV with your neighbor’s boyfriend—from gluttony to greed, envy to lust, Laham shows how even the deadliest, most decadent of vices can make you smart, successful, and happy."
The Second Sex,Simone de Beauvoir,https://www.goodreads.com/book/show/457264.The_Second_Sex,"Newly translated and unabridged in English for the first time, Simone de Beauvoir’s masterwork is a powerful analysis of the Western notion of “woman,” and a groundbreaking exploration of inequality and otherness.  This long-awaited new edition reinstates significant portions of the original French text that were cut in the first English translation. Vital and groundbreaking, Beauvoir’s pioneering and impressive text remains as pertinent today as it was back then, and will continue to provoke and inspire generations of men and women to come."
The Stranger,Albert Camus,https://www.goodreads.com/book/show/49552.The_Stranger,"Published in 1942 by French author Albert Camus,The Strangerhas long been considered a classic of twentieth-century literature.Le Monderanks it as number one on its ""100 Books of the Century"" list. Through this story of an ordinary man unwittingly drawn into a senseless murder on a sundrenched Algerian beach, Camus explores what he termed ""the nakedness of man faced with the absurd."""
The Subtle Art of Not Giving a F*ck,Mark Manson,https://www.goodreads.com/book/show/28257707-the-subtle-art-of-not-giving-a-f-ck,"Alternate cover edition of ISBN 9780062457738In this generation-defining self-help guide, a superstar blogger cuts through the crap to show us how to stop trying to be ""positive"" all the time so that we can truly become better, happier people.For decades, we’ve been told that positive thinking is the key to a happy, rich life. ""F**k positivity,"" Mark Manson says. ""Let’s be honest, shit is f**ked and we have to live with it."" In his wildly popular Internet blog, Manson doesn’t sugarcoat or equivocate. He tells it like it is—a dose of raw, refreshing, honest truth that is sorely lacking today.The Subtle Art of Not Giving a F**kis his antidote to the coddling, let’s-all-feel-good mindset that has infected American society and spoiled a generation, rewarding them with gold medals just for showing up.Manson makes the argument, backed both by academic research and well-timed poop jokes, that improving our lives hinges not on our ability to turn lemons into lemonade, but on learning to stomach lemons better. Human beings are flawed and limited—""not everybody can be extraordinary, there are winners and losers in society, and some of it is not fair or your fault."" Manson advises us to get to know our limitations and accept them. Once we embrace our fears, faults, and uncertainties, once we stop running and avoiding and start confronting painful truths, we can begin to find the courage, perseverance, honesty, responsibility, curiosity, and forgiveness we seek.There are only so many things we can give a f**k about so we need to figure out which ones really matter, Manson makes clear. While money is nice, caring about what you do with your life is better, because true wealth is about experience. A much-needed grab-you-by-the-shoulders-and-look-you-in-the-eye moment of real-talk, filled with entertaining stories and profane, ruthless humor,The Subtle Art of Not Giving a F**kis a refreshing slap for a generation to help them lead contented, grounded lives."
The Trolley Problem,Thomas Cathcart,https://www.goodreads.com/book/show/17740627-the-trolley-problem-or-would-you-throw-the-fat-guy-off-the-bridge,"A trolley is careering out of control. Up ahead are five workers; on a spur to the right stands a lone individual. You, a bystander, happen to be standing next to a switch that could divert the trolley, which would save the five, but sacrifice the one—do you pull it? Or say you’re watching from an overpass. The only way to save the workers is to drop a heavy object in the trolley’s path. And you’re standing next to a really fat man…. This ethical conundrum—based on British philosopher Philippa Foot’s 1967 thought experiment—has inspired decades of lively argument around the world. Now Thomas Cathcart, coauthor of the New York Times bestseller Plato and a Platypus Walk into a Bar , brings his sharp intelligence, quirky humor, and gift for popularizing serious ideas to “the trolley problem.” Framing the issue as a possible crime that is to be tried in the Court of Public Opinion, Cathcart explores philosophy and ethics, intuition and logic. Along the way he makes connections to the Utilitarianism of Jeremy Bentham, Kant’s limits of reason, St. Thomas Aquinas’s fascinating Principle of Double Effect, and more. Read with an open mind, this provocative book will challenge your deepest held notions of right and wrong. Would you divert the trolley? Kill one to save five? Would you throw the fat man off the bridge?"
The Woman in Me,Britney Spears,https://www.goodreads.com/book/show/63133205-the-woman-in-me,"The Woman in Meis a brave and astonishingly moving story about freedom, fame, motherhood, survival, faith, and hope.In June 2021, the whole world was listening as Britney Spears spoke in open court. The impact of sharing her voice—her truth—was undeniable, and it changed the course of her life and the lives of countless others.The Woman in Mereveals for the first time her incredible journey—and the strength at the core of one of the greatest performers in pop music history.Written with remarkable candor and humor, Spears’s groundbreaking book illuminates the enduring power of music and love—and the importance of a woman telling her own story, on her own terms, at last."
Theology of Tariq Ramadan,Gregory Baum,https://www.goodreads.com/book/show/6484202-theology-of-tariq-ramadan,"Tariq Ramadan has emerged as one of the most influential Muslim theologians in the world today. In this important book, Gregory Baum presents for the first time an introduction to several key aspects of Ramadan's theological enterprise. Baum examines Ramadan's work historically within an interfaith perspective, drawing several parallels between Islamic and Catholic encounters with modernity. His comparison of the debates in the two traditions suggests that reform and renewal are compatible with the substance of both Catholic and Muslim traditions. After a brief account of the evolution of Catholic theology up to the Second Vatican Council, Baum introduces Ramadan's published work and theological orientation, examining both within the historical development of Islam. He outlines Ramadan's theology of God, humanity, and the universe and discusses Ramadan's interpretation of sharia , the divinely revealed Islamic way of life. The book then addresses what fidelity to Islam means for Western Muslims and contrasts Ramadan's theology with the theological liberalism advocated by some Muslim authors. Throughout, Baum makes helpful connections between Islam and Vatican II Catholicism. Both belief systems are steeped in ancient traditions, rely on a sacred book, and find themselves confronting a modern context. Reformist Islam shares much with Catholic social thought in showing a regard for the poor and marginalized. Baum concludes by examining points of difference between Muslim and Catholic theology that support further conversation. This readable introduction to Ramadan's work is accessible to non-Muslim students, teachers, clergy, and general readers interested in Islam and interfaith dialogue."
Travelog Minda Tajdid: Catatan Perjalanan Dari Tanah Barat,Mohd Asri Zainul Abidin,https://www.goodreads.com/book/show/13516697-travelog-minda-tajdid,"Among the major problems faced by anyone who speaks about Islam throughout the ages is the issue of sincerity of the soul. It is very difficult to place a sincere heart in seeking the pleasure of Allah in feelings, even though it is easy to utter with the tongue.
This Travelog of Renewed Mind is a record from the heart of a figure who serves as a reference for society today. Commenting on the issues presented based on the Quran and Hadith, the views of Associate Professor Dr. Mohd Asri Zainul Abidin remain relevant through the ages"
Tuesdays with Morrie,Mitch Albom,https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie,"Maybe it was a grandparent, or a teacher or a colleague. Someone older, patient and wise, who understood you when you were young and searching, and gave you sound advice to help you make your way through it. For Mitch Albom, that person was Morrie Schwartz, his college professor from nearly twenty years ago.Maybe, like Mitch, you lost track of this mentor as you made your way, and the insights faded. Wouldn't you like to see that person again, ask the bigger questions that still haunt you?Mitch Albom had that second chance. He rediscovered Morrie in the last months of the older man's life. Knowing he was dying of ALS - or motor neurone disease - Mitch visited Morrie in his study every Tuesday, just as they used to back in college. Their rekindled relationship turned into one final 'class': lessons in how to live."
We Are All Stardust,Stefan Klein,https://www.goodreads.com/book/show/16238031-we-are-all-stardust,"“What distinguishes scientists, in your eyes?” —Stefan Klein “First and foremost, curiosity.” —Roald Hoffmann, Nobel Prize–winning chemist When Stefan Klein, an acclaimed journalist, sits down to talk with 18 of the world’s leading scientists, he finds they’re driven by, above all, curiosity. When they talk about their work, they turn to what’s next, to what they still hope to discover. And they see inspiration From the sports car that physicist Steven Weinberg says helped him on his quest for “the theory of everything” to the jazz musicians who gave psychologist Alison Gopnik new insight into raising children, they reveal how their paradigm-changing work entwines with their lives outside the lab. We hear from extraordinary natural and social scientists,"
What I Believe,Tariq Ramadan,https://www.goodreads.com/book/show/7005600-what-i-believe,"Tariq Ramadan is very much a public figure, named one of Time magazine's most important innovators of the twenty-first century. He is among the leading Islamic thinkers in the West, with a large following around the world. But he has also been a lightning rod for controversy. Indeed, in 2004, Ramadan was prevented from entering the U.S. by the Bush administration and despite two appeals, supported by organizations like the American Academy of Religion and the ACLU, he was barred from the country until spring of 2010, when Secretary of State Hillary Clinton finally lifted the ban.In What I Believe , Ramadan attempts to set the record straight, laying out the basic ideas he stands for in clear and accessible prose. He describes the book as a work of clarification, directed at ordinary citizens, politicians, journalists, and others who are curious (or skeptical) about his positions. Aware that that he is dealing with emotional issues, Ramadan tries to get past the barriers of prejudice and misunderstanding to speak directly, from the heart, to his Muslim and non-Muslim readers alike. In particular, he calls on Western Muslims to escape the mental, social, cultural, and religious ghettos they have created for themselves and become full partners in the democratic societies in which they live. At the same time, he calls for the rest of us to recognize our Muslim neighbors as citizens with rights and responsibilities the same as ours. His vision is of a future in which a shared and confident pluralism becomes a reality at last."
Why Evolution Is True,Jerry A. Coyne,https://www.goodreads.com/book/show/4005310-why-evolution-is-true,"Why evolution is more than just a theory: it is a fact.In all the current highly publicized debates about creationism and its descendant ""intelligent design,"" there is an element of the controversy that is rarely mentioned—the ""evidence,"" the empirical truth of evolution by natural selection. Even Richard Dawkins and Stephen Jay Gould, while extolling the beauty of evolution and examining case studies, have not focused on the evidence itself. Yet the proof is vast, varied, and magnificent, drawn from many different fields of science. Scientists are observing species splitting into two and are finding more and more fossils capturing change in the past—dinosaurs that have sprouted feathers, fish that have grown limbs.Why Evolution Is Trueweaves together the many threads of modern work in genetics, paleontology, geology, molecular biology, and anatomy that demonstrate the ""indelible stamp"" of the processes first proposed by Darwin. In crisp, lucid prose accessible to a wide audience,Why Evolution Is Truedispels common misunderstandings and fears about evolution and clearly confirms that this amazing process of change has been firmly established as a scientific truth."
Why I am not a Christian,Bertrand Russell,https://www.goodreads.com/book/show/30045219-why-i-am-not-a-christian,"While its tone is playful and frivolous, this book poses tough questions over the nature of religion and belief.Religion provides comfortable responses to the questions that have always beset humankind - why are we here, what is the point of being alive, how ought we to behave? Russell snatches that comfort away, leaving us instead with other, more troublesome alternatives: responsibility, autonomy, self-awareness. He tells us that the time to live is now, the place to live is here, and the way to be happy is to ensure others are happy."
Wittgenstein's Conception of Philosophy,K.T. Fann,https://www.goodreads.com/book/show/1010282.Wittgenstein_s_Conception_of_Philosophy,"“Wittgenstein'S Conception Of Philosophy” was first published in 1969 by Basil Blackwell Publishers, the official publisher of Wittgenstein's works. It was intended to be a clear and concise introduction to Wittgenstein's whole philosophy that corrects many basic misunderstandings of Wittgenstein at the time. After all these years, many scholars still regard it as the best introduction to Wittgenstein. We are reprinting this book and making it available electronically. In addition, we are appending here the author's “last words” on “Beyond Marx And A Confession of a Wittgensteinian Marxist Turned Taoist”, a talk given in an international symposium on “Marx and Wittgenstein” held at Trinity College, Cambridge, Uk, in 1999 and later published as the concluding chapter of the “Marx And Knowledge, Morality And Politics'', edited by Gavin Kitchen and Nigel Pleasants, published by Routledge, 2002."
Would You Eat Your Cat? ,Jeremy Stangroom,https://www.goodreads.com/book/show/13707648-would-you-eat-your-cat-key-ethical-conundrums-and-what-they-tell-you-ab,"Are you authoritarian or libertarian? Are we morally obligated to end the world? And just what’s wrong with eating your cat?Would You Eat Your Cat?challenges you to examine these and many other philosophical questions. This unique collection of classic and modern problems and paradoxes is guaranteed to test your preconceptions. Jeremy Stangroom creates contemporary versions of famous dilemmas that explore the morality of suicide and the ethics of retribution. He then delves into the background of each conundrum in detail and helps you discover what your responses reveal about yourself with a unique morality barometer. Are you ready to have your best ideas confronted and your ethical foundations shaken? If so, thenWould You Eat Your Cat?is the book for you."
